start_timestamp,end_timestamp,cpu_request_avg_container,cpu_request_sum_container,cpu_limit_avg_container,cpu_limit_sum_container,cpu_usage_sum_container,cpu_usage_avg_container,cpu_usage_max_container,cpu_usage_min_container,cpu_throttle_sum_container,cpu_throttle_avg_container,cpu_throttle_max_container
Thu Apr  6 03:51:26 UTC 2023,Thu Apr  6 04:06:27 UTC 2023,"4","8","15","30","5.030295000417778","2.515147500208889","7.497167265733394","4.215902632634","1.2828026016009972","0","0","0"
Thu Apr  6 04:06:27 UTC 2023,Thu Apr  6 04:21:27 UTC 2023,"4","8","15","30","4.892462923721048","2.446231461860524","7.611345751436117","4.074758903170005","1.0513127306321015","0","0","0"
Thu Apr  6 04:21:27 UTC 2023,Thu Apr  6 04:36:28 UTC 2023,"4","8","15","30","4.9489717750855355","2.4744858875427678","7.097561787930317","3.578381403364862","1.2574348294331381","0","0","0"
Thu Apr  6 04:36:28 UTC 2023,Thu Apr  6 04:51:28 UTC 2023,"4","8","15","30","5.037712614682194","2.518856307341097","7.31846063126577","3.9900972320348957","1.272574113565497","0","0","0"
Thu Apr  6 04:51:28 UTC 2023,Thu Apr  6 05:06:29 UTC 2023,"4","8","15","30","4.98396373363341","2.491981866816705","7.582683472331458","3.9599223047339667","1.0805591506999916","0","0","0"
Thu Apr  6 05:06:29 UTC 2023,Thu Apr  6 05:21:29 UTC 2023,"4","8","15","30","4.928096488739959","2.4640482443699794","7.203551290999167","3.937907966466931","1.3084865360016313","0","0","0"
Thu Apr  6 05:21:29 UTC 2023,Thu Apr  6 05:36:29 UTC 2023,"4","8","15","30","21.291660604463345","10.645830302231673","36.95571336159871","19.460340711532627","2.2665319853345864","0.00992854137817296","0.00496427068908648","0.007664986534496427"
Thu Apr  6 05:36:30 UTC 2023,Thu Apr  6 05:51:30 UTC 2023,"4","8","15","30","24.635760377994476","12.317880188997238","34.5467770408645","18.423938595798486","5.558531298833744","0.000593179743670077","0.0002965898718350385","0.000593179743670077"
Thu Apr  6 05:51:30 UTC 2023,Thu Apr  6 06:06:30 UTC 2023,"4","8","15","30","24.293031978838712","12.146515989419356","35.083537760962884","17.995246864230527","6.15670891913663","0.0004023906252789847","0.00020119531263949235","0.0002378362172414367"
Thu Apr  6 06:06:30 UTC 2023,Thu Apr  6 06:21:31 UTC 2023,"4","8","15","30","24.665445980072253","12.332722990036126","31.312915076431814","16.890276111130756","7.20293289773399","0.005661623054030137","0.0028308115270150687","0.005661623054030137"
Thu Apr  6 06:21:31 UTC 2023,Thu Apr  6 06:36:32 UTC 2023,"4","8","15","30","24.68576510705895","12.342882553529474","36.21850975489942","18.299081123333114","5.921575777935019","0.00021365856206186396","0.00010682928103093198","0.00021365856206186396"
Thu Apr  6 06:36:32 UTC 2023,Thu Apr  6 06:51:32 UTC 2023,"4","8","15","30","25.00652249932897","12.503261249664485","37.38648844409812","20.004801445733754","6.742863042035606","0.0022266318264381225","0.0011133159132190613","0.0022266318264381225"
Thu Apr  6 06:51:32 UTC 2023,Thu Apr  6 07:06:33 UTC 2023,"4","8","15","30","24.453292790133272","12.226646395066636","34.11735781450213","18.121994139502444","6.30722572193093","0.007539018879302687","0.0037695094396513434","0.007539018879302687"
Thu Apr  6 07:06:33 UTC 2023,Thu Apr  6 07:21:33 UTC 2023,"4","8","15","30","24.86210224244886","12.43105112122443","36.754001399129635","19.643630267497308","5.811453229933977","0.0016959768747235114","0.0008479884373617557","0.001695976874723511"
Thu Apr  6 07:21:33 UTC 2023,Thu Apr  6 07:36:34 UTC 2023,"4","8","15","30","14.811586386588942","7.405793193294471","28.950355460867286","15.1116371217339","3.122130682466862","0","0","0"
Thu Apr  6 07:36:34 UTC 2023,Thu Apr  6 07:51:34 UTC 2023,"4","8","15","30","12.826052056473369","6.413026028236684","17.473824287132203","9.445954888768028","3.4550867878017018","0","0","0"
Thu Apr  6 07:51:34 UTC 2023,Thu Apr  6 08:06:35 UTC 2023,"4","8","15","30","12.696830142616655","6.348415071308327","17.69099914893353","9.471349147532601","3.382768370300376","0","0","0"
Thu Apr  6 08:06:35 UTC 2023,Thu Apr  6 08:21:35 UTC 2023,"4","8","15","30","12.676179532396553","6.3380897661982765","19.237992891560616","9.739850461063906","3.2649758104972233","0","0","0"
Thu Apr  6 08:21:35 UTC 2023,Thu Apr  6 08:36:36 UTC 2023,"4","8","15","30","12.716386285417896","6.358193142708948","18.162952142670598","9.371540341235232","3.0436990117654203","0","0","0"
Thu Apr  6 08:36:36 UTC 2023,Thu Apr  6 08:51:36 UTC 2023,"4","8","15","30","12.69302524619891","6.346512623099455","19.050864727333344","9.825493472197559","2.8381190563358056","0","0","0"
Thu Apr  6 08:51:36 UTC 2023,Thu Apr  6 09:06:37 UTC 2023,"4","8","15","30","12.750518329208846","6.375259164604423","17.713012496498415","9.496128756265778","3.202909632733402","0","0","0"
Thu Apr  6 09:06:37 UTC 2023,Thu Apr  6 09:21:37 UTC 2023,"4","8","15","30","12.678029561493315","6.339014780746657","18.648405538204436","9.543946294703831","3.155914217866181","0","0","0"
Thu Apr  6 09:21:37 UTC 2023,Thu Apr  6 09:36:38 UTC 2023,"4","8","15","30","7.8275745475155105","3.9137872737577553","16.220264353230597","8.888618406300278","1.394347845565062","0","0","0"
Thu Apr  6 09:36:38 UTC 2023,Thu Apr  6 09:51:38 UTC 2023,"4","8","15","30","6.576037758258948","3.288018879129474","9.049766339800165","4.626994215367207","1.3114484369987622","0","0","0"
Thu Apr  6 09:51:38 UTC 2023,Thu Apr  6 10:06:39 UTC 2023,"4","8","15","30","6.4952172555367","3.24760862776835","8.987662715100061","4.8132980823982505","1.8708319662992532","0","0","0"
Thu Apr  6 10:06:39 UTC 2023,Thu Apr  6 10:21:39 UTC 2023,"4","8","15","30","6.533807078917745","3.2669035394588724","8.980958857398946","4.719244534398118","1.8700227492644141","0","0","0"
Thu Apr  6 10:21:39 UTC 2023,Thu Apr  6 10:36:40 UTC 2023,"4","8","15","30","6.444906440416558","3.222453220208279","9.63338597403296","4.862854525865987","1.3882964017335326","0","0","0"
Thu Apr  6 10:36:40 UTC 2023,Thu Apr  6 10:51:40 UTC 2023,"4","8","15","30","6.51834481450548","3.25917240725274","9.68056563186692","4.94746687306712","1.310520038101822","0","0","0"
Thu Apr  6 10:51:41 UTC 2023,Thu Apr  6 11:06:41 UTC 2023,"4","8","15","30","6.4249721115144585","3.2124860557572292","9.218998376101567","4.936724985134788","1.4585059237355986","0","0","0"
Thu Apr  6 11:06:41 UTC 2023,Thu Apr  6 11:21:41 UTC 2023,"4","8","15","30","6.664306652284383","3.3321533261421914","9.913959204033016","5.060964128367292","1.5072324818349443","0","0","0"
Thu Apr  6 11:21:42 UTC 2023,Thu Apr  6 11:36:42 UTC 2023,"4","8","15","30","3.228321589440004","1.614160794720002","7.634816218233512","4.17933177096614","0.6481821513967588","0","0","0"
Thu Apr  6 11:36:42 UTC 2023,Thu Apr  6 11:51:42 UTC 2023,"4","8","15","30","2.486713450094426","1.243356725047213","3.715616769339734","1.8861649155034683","0.6139809391655339","0","0","0"
Thu Apr  6 11:51:43 UTC 2023,Thu Apr  6 12:06:43 UTC 2023,"4","8","15","30","2.5374298912577795","1.2687149456288898","3.74775189756571","1.9751625677997557","0.6432893197983504","0","0","0"
Thu Apr  6 12:06:43 UTC 2023,Thu Apr  6 12:21:43 UTC 2023,"4","8","15","30","2.5136863982923225","1.2568431991461613","3.576732520534036","2.021082553601203","0.5649259308663507","0","0","0"
Thu Apr  6 12:21:43 UTC 2023,Thu Apr  6 12:36:44 UTC 2023,"4","8","15","30","2.514161571781022","1.257080785890511","3.6910154530662114","2.0390486528670104","0.7405392084658767","0","0","0"
Thu Apr  6 12:36:44 UTC 2023,Thu Apr  6 12:51:44 UTC 2023,"4","8","15","30","2.5206973013188687","1.2603486506594344","3.620099632868854","1.9790042907348835","0.5533745458349586","0","0","0"
Thu Apr  6 12:51:44 UTC 2023,Thu Apr  6 13:06:45 UTC 2023,"4","8","15","30","2.5175105682133125","1.2587552841066563","3.535900095264272","1.969981258898042","0.465906341203178","0","0","0"
Thu Apr  6 13:06:45 UTC 2023,Thu Apr  6 13:21:45 UTC 2023,"4","8","15","30","2.555113772243365","1.2775568861216824","3.635915364670412","1.8922593436009871","0.5382936592989912","0","0","0"
Thu Apr  6 13:21:45 UTC 2023,Thu Apr  6 13:36:46 UTC 2023,"4","8","15","30","3.1756678048223774","1.5878339024111887","6.332096807534496","3.270597301435191","0.6583159890646736","0","0","0"
Thu Apr  6 13:36:46 UTC 2023,Thu Apr  6 13:51:46 UTC 2023,"4","8","15","30","2.785233430092145","1.3926167150460724","3.970385714135288","2.070721589300471","0.5962560948644143","0","0","0"
Thu Apr  6 13:51:46 UTC 2023,Thu Apr  6 14:06:47 UTC 2023,"4","8","15","30","2.7981587190178425","1.3990793595089213","4.195134389633313","2.159267302932373","0.7216793989646249","0","0","0"
Thu Apr  6 14:06:47 UTC 2023,Thu Apr  6 14:21:47 UTC 2023,"4","8","15","30","2.811750757925393","1.4058753789626965","4.1924490284989595","2.1618672134005466","0.6168203321634792","0","0","0"
Thu Apr  6 14:21:47 UTC 2023,Thu Apr  6 14:36:48 UTC 2023,"4","8","15","30","2.8173780720690003","1.4086890360345001","4.251473301563722","2.206565167665637","0.6209598840020286","0","0","0"
Thu Apr  6 14:36:48 UTC 2023,Thu Apr  6 14:51:48 UTC 2023,"4","8","15","30","2.766880595056573","1.3834402975282865","3.6219486609023686","1.9069561645349797","0.6179534956347197","0","0","0"
Thu Apr  6 14:51:48 UTC 2023,Thu Apr  6 15:06:49 UTC 2023,"4","8","15","30","2.826379576620077","1.4131897883100386","4.074204604836026","2.0459852064338824","0.6431264038702162","0","0","0"
Thu Apr  6 15:06:49 UTC 2023,Thu Apr  6 15:21:49 UTC 2023,"4","8","15","30","2.789208424023301","1.3946042120116504","3.885531104398736","2.1334516583320995","0.6327086744674791","0","0","0"
Thu Apr  6 15:21:49 UTC 2023,Thu Apr  6 15:36:50 UTC 2023,"4","8","15","30","23.597717660243315","11.798858830121658","41.02725070023443","20.65508702066727","0.927041155002856","3.2543021483977075","1.6271510741988537","1.8719472222931046"
Thu Apr  6 15:36:50 UTC 2023,Thu Apr  6 15:51:50 UTC 2023,"4","8","15","30","28.28247486401336","14.14123743200668","40.10095958353098","21.093060737398144","5.775140478698692","4.301100721825269","2.1505503609126344","2.4747506983689602"
Thu Apr  6 15:51:50 UTC 2023,Thu Apr  6 16:06:51 UTC 2023,"4","8","15","30","28.336567581897707","14.168283790948854","37.27360340247009","19.126607663933342","7.478359336200326","4.8252803510149445","2.4126401755074722","2.7075762541896573"
Thu Apr  6 16:06:51 UTC 2023,Thu Apr  6 16:21:51 UTC 2023,"4","8","15","30","28.04465207302451","14.022326036512254","42.099316817133996","22.26508152806976","7.704420912265777","5.038586701756332","2.519293350878166","2.81141474708507"
Thu Apr  6 16:21:51 UTC 2023,Thu Apr  6 16:36:52 UTC 2023,"4","8","15","30","28.111899628343526","14.055949814171763","39.4755480051972","20.24805106262987","7.322891520693277","5.241757320940254","2.620878660470127","2.9527572777057856"
Thu Apr  6 16:36:52 UTC 2023,Thu Apr  6 16:51:52 UTC 2023,"4","8","15","30","28.243199578934195","14.121599789467098","40.02609192996752","21.55924618096712","7.917471198372853","5.504500910396659","2.75225045519833","3.11261640763689"
Thu Apr  6 16:51:52 UTC 2023,Thu Apr  6 17:06:52 UTC 2023,"4","8","15","30","28.070507963107794","14.035253981553897","39.596585309458895","20.67519093446123","7.017147052761477","5.532114147955017","2.7660570739775086","3.123209248699843"
Thu Apr  6 17:06:53 UTC 2023,Thu Apr  6 17:21:53 UTC 2023,"4","8","15","30","28.347673357243437","14.173836678621718","37.547783197664344","19.255676282631853","6.491690961970017","5.678545324654044","2.8392726623270224","3.207771742748297"
Thu Apr  6 17:21:53 UTC 2023,Thu Apr  6 17:36:53 UTC 2023,"4","8","15","30","31.08245869782447","15.541229348912236","56.85024211515956","30.492671234631388","6.178034171666665","0.8673011373334487","0.21693845040004878","0.4940145487308959"
Thu Apr  6 17:36:53 UTC 2023,Thu Apr  6 17:51:54 UTC 2023,"4","8","15","30","24.88862359893778","12.44431179946889","35.818883716633295","18.149749882466615","6.121247099033341","0.000015909510344827477","0.000007954755172413738","0.000008621975862068903"
Thu Apr  6 17:51:54 UTC 2023,Thu Apr  6 18:06:54 UTC 2023,"4","8","15","30","24.62970703384333","12.314853516921666","35.77036637250009","18.63206074059999","6.174988165966715","0.00004464832988505746","0.00002232416494252873","0.00002540715057471262"
Thu Apr  6 18:06:54 UTC 2023,Thu Apr  6 18:21:55 UTC 2023,"4","8","15","30","24.38605420360667","12.193027101803334","33.45335397343345","18.24692539163346","5.1574666235999755","0.000029889993103448325","0.000014944996551724162","0.000016765079310344824"
Thu Apr  6 18:21:55 UTC 2023,Thu Apr  6 18:36:55 UTC 2023,"4","8","15","30","25.01981819530445","12.509909097652224","36.42638462013347","18.413960105133448","6.8411265532665615","0.00001862368045977013","0.000009311840229885064","0.000017174501149425285"
Thu Apr  6 18:36:55 UTC 2023,Thu Apr  6 18:51:56 UTC 2023,"4","8","15","30","24.317044326989997","12.158522163494998","35.00977080936694","18.698096748900085","5.575374600299983","0.000016870770114942563","0.000008435385057471282","0.000012185485057471263"
Thu Apr  6 18:51:56 UTC 2023,Thu Apr  6 19:06:56 UTC 2023,"4","8","15","30","24.80575297119666","12.40287648559833","34.784691029933555","17.46363703546667","5.976428220166903","0.000015803906896551655","0.000007901953448275827","0.000009363078160919534"
Thu Apr  6 19:06:56 UTC 2023,Thu Apr  6 19:21:57 UTC 2023,"4","8","15","30","24.498264409726673","12.249132204863336","35.70604383143363","18.95818490026674","7.157127993100342","0.0000064761528735631934","0.0000032380764367815967","0.0000038132885057471547"
Thu Apr  6 19:21:57 UTC 2023,Thu Apr  6 19:36:57 UTC 2023,"4","8","15","30","13.738451442374435","6.869225721187218","31.420872238899754","16.392105080666564","2.32116155216645","0.000003902795402298887","0.0000019513977011494434","0.0000036068804597701576"
Thu Apr  6 19:36:57 UTC 2023,Thu Apr  6 19:51:58 UTC 2023,"4","8","15","30","10.755623020692227","5.377811510346113","16.027248461466904","8.163106394033337","2.4663919421334866","0","0","0"
Thu Apr  6 19:51:58 UTC 2023,Thu Apr  6 20:06:58 UTC 2023,"4","8","15","30","10.806223451718882","5.403111725859441","16.116738280034042","8.433328908833694","2.9158765995996268","0","0","0"
Thu Apr  6 20:06:58 UTC 2023,Thu Apr  6 20:21:59 UTC 2023,"4","8","15","30","10.702841361507794","5.351420680753897","15.421649000667095","8.15400326086674","3.2788747312665993","0","0","0"
Thu Apr  6 20:21:59 UTC 2023,Thu Apr  6 20:36:59 UTC 2023,"4","8","15","30","10.818600474377778","5.409300237188889","14.878456317767268","7.462159108533524","2.4677742736996153","0","0","0"
Thu Apr  6 20:36:59 UTC 2023,Thu Apr  6 20:52:00 UTC 2023,"4","8","15","30","10.805002986176664","5.402501493088332","16.05507105203336","8.216249782166658","2.494118298133253","0","0","0"
Thu Apr  6 20:52:00 UTC 2023,Thu Apr  6 21:07:00 UTC 2023,"4","8","15","30","10.734436959242222","5.367218479621111","14.95697366366706","7.588639664533548","2.439876409966382","0","0","0"
Thu Apr  6 21:07:00 UTC 2023,Thu Apr  6 21:22:01 UTC 2023,"4","8","15","30","10.56633897256777","5.283169486283885","15.372108199499781","7.737208816466834","2.617141233699901","0","0","0"
Thu Apr  6 21:22:01 UTC 2023,Thu Apr  6 21:37:01 UTC 2023,"4","8","15","30","6.451910678461118","3.225955339230559","13.219002867566694","7.221502706833417","1.5047412676668803","0","0","0"
Thu Apr  6 21:37:01 UTC 2023,Thu Apr  6 21:52:01 UTC 2023,"4","8","15","30","5.16830969537998","2.58415484768999","8.132650472466775","4.103673325300042","1.0996152111998527","0","0","0"
Thu Apr  6 21:52:02 UTC 2023,Thu Apr  6 22:07:02 UTC 2023,"4","8","15","30","5.1849514422078045","2.5924757211039022","6.979262880433817","3.842747578966858","1.437811964666859","0","0","0"
Thu Apr  6 22:07:02 UTC 2023,Thu Apr  6 22:22:02 UTC 2023,"4","8","15","30","5.21745993441556","2.60872996720778","7.619656178099103","3.914096043332635","1.3570841665001354","0","0","0"
Thu Apr  6 22:22:03 UTC 2023,Thu Apr  6 22:37:03 UTC 2023,"4","8","15","30","5.175336026127754","2.587668013063877","6.831626272732198","3.5764385431995227","1.218633559033818","0","0","0"
Thu Apr  6 22:37:03 UTC 2023,Thu Apr  6 22:52:03 UTC 2023,"4","8","15","30","5.205171701234455","2.6025858506172277","7.626776574000056","4.192097191866681","1.0953770003999428","0","0","0"
Thu Apr  6 22:52:03 UTC 2023,Thu Apr  6 23:07:04 UTC 2023,"4","8","15","30","5.203983839402208","2.601991919701104","7.135033970000222","3.82093677566639","1.2889760665993284","0","0","0"
Thu Apr  6 23:07:04 UTC 2023,Thu Apr  6 23:22:04 UTC 2023,"4","8","15","30","5.152045895521136","2.576022947760568","7.230475765133937","3.775871924000482","1.325441977599985","0","0","0"
Thu Apr  6 23:22:04 UTC 2023,Thu Apr  6 23:37:05 UTC 2023,"4","8","15","30","22.216111123947776","11.108055561973888","38.24932538343322","21.108728742900226","1.4525195996994928","15.473929421776683","7.736353900596187","7.957218668700297"
Thu Apr  6 23:37:05 UTC 2023,Thu Apr  6 23:52:05 UTC 2023,"4","8","15","30","27.015881319283313","13.507940659641656","39.483935612998906","21.856267799166382","6.402034415099964","19.364282040933332","9.682141020466666","9.85775810228046"
Thu Apr  6 23:52:05 UTC 2023,Fri Apr  7 00:07:06 UTC 2023,"4","8","15","30","27.618948907698893","13.809474453849447","39.748059403900214","20.246027999500317","7.139758122033284","18.87935594922299","9.439677974611495","9.581942714885058"
Fri Apr  7 00:07:06 UTC 2023,Fri Apr  7 00:22:06 UTC 2023,"4","8","15","30","27.406308166123345","13.703154083061673","40.316384604967126","21.122158698766725","6.149767337033214","19.110809320635628","9.555404660317814","9.611581447158619"
Fri Apr  7 00:22:06 UTC 2023,Fri Apr  7 00:37:07 UTC 2023,"4","8","15","30","27.054038014097763","13.527019007048882","35.87145414153347","18.32243010093322","6.865575085033197","19.376571687506896","9.688285843753448","9.856048539645979"
Fri Apr  7 00:37:07 UTC 2023,Fri Apr  7 00:52:07 UTC 2023,"4","8","15","30","27.5411133372111","13.77055666860555","38.74454386493308","20.895042254932925","6.120642811567328","19.021996044728745","9.510998022364372","9.528148008601153"
Fri Apr  7 00:52:07 UTC 2023,Fri Apr  7 01:07:08 UTC 2023,"4","8","15","30","27.41421153515335","13.707105767576675","40.685932441466136","20.631523117466713","4.881919305433985","19.1097597718069","9.55487988590345","9.638233509718393"
Fri Apr  7 01:07:08 UTC 2023,Fri Apr  7 01:22:08 UTC 2023,"4","8","15","30","27.251529677386664","13.625764838693332","39.20023075113422","20.121494159467208","4.996837962199546","19.262230828543682","9.631115414271841","9.67055075236093"
Fri Apr  7 01:22:08 UTC 2023,Fri Apr  7 01:37:09 UTC 2023,"4","8","15","30","14.715742897495543","7.357871448747772","35.68183279939888","19.818389176966352","2.318409729967243","3.9228838657390597","1.9614419328695298","2.016274210688492"
Fri Apr  7 01:37:09 UTC 2023,Fri Apr  7 01:52:09 UTC 2023,"4","8","15","30","10.266997289121113","5.133498644560556","14.794972645832846","8.439849228166471","1.9212578698662885","0","0","0"
Fri Apr  7 01:52:09 UTC 2023,Fri Apr  7 02:07:10 UTC 2023,"4","8","15","30","10.107172828529986","5.053586414264993","15.225631256165798","7.768106312866439","2.5045910215335123","0","0","0"
Fri Apr  7 02:07:10 UTC 2023,Fri Apr  7 02:22:10 UTC 2023,"4","8","15","30","10.194704266712264","5.097352133356132","13.527519151899227","6.947207833165885","2.4674858913669597","0","0","0"
Fri Apr  7 02:22:10 UTC 2023,Fri Apr  7 02:37:11 UTC 2023,"4","8","15","30","10.107566813858963","5.053783406929481","13.299201361800078","7.005172571633011","2.9744144189326716","0","0","0"
Fri Apr  7 02:37:11 UTC 2023,Fri Apr  7 02:52:11 UTC 2023,"4","8","15","30","10.19645470800441","5.098227354002205","15.993097000600148","8.086272995732724","2.08837268606682","0","0","0"
Fri Apr  7 02:52:11 UTC 2023,Fri Apr  7 03:07:12 UTC 2023,"4","8","15","30","10.007886284083295","5.003943142041647","14.966593626766311","7.654913571366341","2.6063892217663427","0","0","0"
Fri Apr  7 03:07:12 UTC 2023,Fri Apr  7 03:22:12 UTC 2023,"4","8","15","30","10.122939907290016","5.061469953645008","15.209707521232001","7.748371819333018","2.4016827884324203","0","0","0"
Fri Apr  7 03:22:12 UTC 2023,Fri Apr  7 03:37:12 UTC 2023,"4","8","15","30","4.7632002730178","2.3816001365089","12.916235771767486","6.717013405267305","0.5534876525673705","0","0","0"
Fri Apr  7 03:37:13 UTC 2023,Fri Apr  7 03:52:13 UTC 2023,"4","8","15","30","2.834403323047768","1.417201661523884","4.464475333065881","2.333807651900376","0.5918307433661539","0","0","0"
Fri Apr  7 03:52:13 UTC 2023,Fri Apr  7 04:07:13 UTC 2023,"4","8","15","30","2.936662098365551","1.4683310491827755","4.378943518265927","2.2886722040673098","0.6387869961656786","0","0","0"
Fri Apr  7 04:07:13 UTC 2023,Fri Apr  7 04:22:14 UTC 2023,"4","8","15","30","3.0318741984711313","1.5159370992355656","4.281987646367634","2.2018796608337046","0.7318625610341163","0","0","0"
Fri Apr  7 04:22:14 UTC 2023,Fri Apr  7 04:37:14 UTC 2023,"4","8","15","30","2.988185179890004","1.494092589945002","4.562117595700935","2.3339602651676006","0.7483893610343026","0","0","0"
Fri Apr  7 04:37:14 UTC 2023,Fri Apr  7 04:52:15 UTC 2023,"4","8","15","30","2.942433169911124","1.471216584955562","4.388783641235205","2.208648402466982","0.6382084081997164","0","0","0"
Fri Apr  7 04:52:15 UTC 2023,Fri Apr  7 05:07:15 UTC 2023,"4","8","15","30","2.9936851709855388","1.4968425854927694","3.8778359888664755","2.08855820686634","0.8690060925999812","0","0","0"
Fri Apr  7 05:07:15 UTC 2023,Fri Apr  7 05:22:16 UTC 2023,"4","8","15","30","2.9771106088466093","1.4885553044233046","4.423424413031899","2.4020631785000055","0.6432185267331079","0","0","0"
Fri Apr  7 05:22:16 UTC 2023,Fri Apr  7 05:37:16 UTC 2023,"4","8","15","30","4.481461924673381","2.2407309623366904","7.401875864933633","3.9177042311658927","0.5977786075673066","0","0","0"
Fri Apr  7 05:37:16 UTC 2023,Fri Apr  7 05:52:17 UTC 2023,"4","8","15","30","5.105636033001161","2.5528180165005807","7.369632344268029","3.9599968846014235","1.1655438785344208","0","0","0"
Fri Apr  7 05:52:17 UTC 2023,Fri Apr  7 06:07:17 UTC 2023,"4","8","15","30","5.055488647936597","2.5277443239682986","7.649733816667382","4.1620717286345705","1.3282869778670525","0","0","0"
Fri Apr  7 06:07:17 UTC 2023,Fri Apr  7 06:22:18 UTC 2023,"4","8","15","30","5.052482781896705","2.5262413909483525","7.596126218964734","3.8246308692653352","1.1672143171347367","0","0","0"
Fri Apr  7 06:22:18 UTC 2023,Fri Apr  7 06:37:18 UTC 2023,"4","8","15","30","5.0730542023388745","2.5365271011694372","7.653087178301455","3.9825024572007046","1.1904158458986784","0","0","0"
Fri Apr  7 06:37:18 UTC 2023,Fri Apr  7 06:52:19 UTC 2023,"4","8","15","30","4.998101097212249","2.4990505486061245","7.293527754367096","3.68207193746736","1.1387217828344243","0","0","0"
Fri Apr  7 06:52:19 UTC 2023,Fri Apr  7 07:07:19 UTC 2023,"4","8","15","30","5.032003475951109","2.5160017379755546","6.927390200532196","3.519732898566872","1.2502810548001435","0","0","0"
Fri Apr  7 07:07:19 UTC 2023,Fri Apr  7 07:22:20 UTC 2023,"4","8","15","30","5.063046338645574","2.531523169322787","7.662630705533472","4.108248270400024","1.1207748391665517","0","0","0"
Fri Apr  7 07:22:20 UTC 2023,Fri Apr  7 07:37:20 UTC 2023,"4","8","15","30","16.86464908151661","8.432324540758305","29.23143028320046","15.115802580700256","1.4983677329670173","0.0000004000218462027695","0.00000020001092310138475","0.0000004000218462027695"
Fri Apr  7 07:37:20 UTC 2023,Fri Apr  7 07:52:21 UTC 2023,"4","8","15","30","22.18041842115558","11.09020921057779","32.12172101610146","17.760807855733827","5.529691192666845","0","0","0"
Fri Apr  7 07:52:21 UTC 2023,Fri Apr  7 08:07:21 UTC 2023,"4","8","15","30","22.977226085262238","11.488613042631119","34.70136737263529","18.47929152906678","5.178964628032797","0","0","0"
Fri Apr  7 08:07:21 UTC 2023,Fri Apr  7 08:22:22 UTC 2023,"4","8","15","30","23.352487851731063","11.676243925865531","36.07501147576646","18.823416623467345","5.5928324016005115","0","0","0"
Fri Apr  7 08:22:22 UTC 2023,Fri Apr  7 08:37:22 UTC 2023,"4","8","15","30","23.937077698253304","11.968538849126652","34.32415517593229","17.22241018556718","5.902979370167789","0","0","0"
Fri Apr  7 08:37:22 UTC 2023,Fri Apr  7 08:52:22 UTC 2023,"4","8","15","30","23.913920499026684","11.956960249513342","36.839706389066606","18.683148201265915","6.042342801265962","0","0","0"
Fri Apr  7 08:52:23 UTC 2023,Fri Apr  7 09:07:23 UTC 2023,"4","8","15","30","23.738526349377807","11.869263174688903","33.8873873071648","18.643046006566145","5.543558016000316","0","0","0"
Fri Apr  7 09:07:23 UTC 2023,Fri Apr  7 09:22:23 UTC 2023,"4","8","15","30","23.933793313239974","11.966896656619987","34.14489174386836","17.517960908834358","6.882111873068303","0","0","0"
Fri Apr  7 09:22:23 UTC 2023,Fri Apr  7 09:37:24 UTC 2023,"4","8","15","30","9.885575344533361","4.942787672266681","31.09356227729974","16.44297695606753","0.8729071014677174","0","0","0"
Fri Apr  7 09:37:24 UTC 2023,Fri Apr  7 09:52:24 UTC 2023,"4","8","15","30","4.2822250855522","2.1411125427761","6.577451326502099","3.327871717434997","1.059385259600822","0","0","0"
Fri Apr  7 09:52:24 UTC 2023,Fri Apr  7 10:07:25 UTC 2023,"4","8","15","30","4.26211406482002","2.13105703241001","6.208665815766047","3.219869745800194","0.9213583193991023","0","0","0"
Fri Apr  7 10:07:25 UTC 2023,Fri Apr  7 10:22:25 UTC 2023,"4","8","15","30","4.312121677867771","2.1560608389338856","6.043150531168794","3.3437715589340464","0.9853747300667843","0","0","0"
Fri Apr  7 10:22:25 UTC 2023,Fri Apr  7 10:37:26 UTC 2023,"4","8","15","30","4.301639601384393","2.1508198006921964","5.802006072267735","3.01461577716788","1.1517063126006784","0","0","0"
Fri Apr  7 10:37:26 UTC 2023,Fri Apr  7 10:52:26 UTC 2023,"4","8","15","30","4.261835465728978","2.130917732864489","6.533034397033044","3.3073899530320583","1.1530417350664115","0","0","0"
Fri Apr  7 10:52:26 UTC 2023,Fri Apr  7 11:07:27 UTC 2023,"4","8","15","30","4.273165338789954","2.136582669394977","5.9554133765011406","3.182488750101766","1.155947250665243","0","0","0"
Fri Apr  7 11:07:27 UTC 2023,Fri Apr  7 11:22:27 UTC 2023,"4","8","15","30","4.309767416237737","2.1548837081188683","6.272917122531604","3.1815031078314253","1.2023817139018016","0","0","0"
Fri Apr  7 11:22:27 UTC 2023,Fri Apr  7 11:37:28 UTC 2023,"4","8","15","30","11.850837864450039","5.9254189322250195","20.766764142666943","10.472178077199109","1.5670252930993835","0.02327806124368003","0.011639030621840015","0.01189787152183815"
Fri Apr  7 11:37:28 UTC 2023,Fri Apr  7 11:52:28 UTC 2023,"4","8","15","30","15.145539332415535","7.572769666207767","21.744378273798308","11.257151465998808","4.1397530557995195","0.03022550985402088","0.01511275492701044","0.021763888182755476"
